Carrier Code,Flight Number,Departure Airport,Arrival Airport,Scheduled Departure Date,Aircraft Type,Estimated FuelBurn(T),Estimated co2 (T)
XH,9676,LAX,PHX,1/15/2024,E7W,1.851,5.852
XH,8295,CDG,NKC,1/14/2024,332,32.639,103.139
XH,9926,ATL,SDF,1/22/2024,717,2.27,7.172
XH,8007,MEX,JFK,1/18/2024,789,20.804,65.739
XH,9590,MIA,ATL,1/21/2024,75W,5.82,18.392
XH,7579,JFK,NBO,1/17/2024,788,64.279,203.124
XH,9759,ATL,PTY,1/17/2024,73J,9.334,29.493
XH,9762,HAM,AMS,1/21/2024,E90,1.897,5.995
XH,2779,CVG,ATL,1/30/2024,73J,2.815,8.895
XH,8696,BLQ,CDG,1/16/2024,223,2.816,8.898
XH,9988,ATL,GCM,1/20/2024,73J,6.057,19.139
XH,7865,ICN,PQC,1/20/2024,333,34.707,109.674
XH,7997,YYZ,YYC,1/15/2024,7S8,10.02,31.66
XH,8527,AMS,CDG,1/23/2024,320,2.318,7.324
XH,7709,GRU,GYN,1/29/2024,32B,4.068,12.855
XH,776,LAX,MCO,1/13/2024,32Q,9.621,30.403
XH,9280,ATL,MSP,1/26/2024,73J,5.56,17.572
XH,6885,HNL,YYC,1/15/2024,7M8,12.902,40.77
XH,9598,ATL,RDU,1/23/2024,32B,3.228,10.202
XH,290,JFK,FCO,1/13/2024,333,49.837,157.486
XH,7776,TLV,JFK,1/20/2024,789,61.513,194.381
XH,6907,CTG,BOG,1/21/2024,320,3.105,9.812
XH,7292,DTW,PLN,1/19/2024,CR9,1.334,4.215
XH,652,DEN,BOS,1/30/2024,32Q,8.731,27.592
XH,8987,MEX,SLP,1/13/2024,73H,2.135,6.748
XH,9906,AMS,BGO,1/18/2024,E90,2.941,9.295
XH,9096,ICN,GUM,1/27/2024,73H,9.56,30.208
XH,9759,GOT,AMS,1/14/2024,E90,2.707,8.555
XH,2707,CAE,ATL,1/28/2024,717,1.666,5.264
XH,9072,ICN,LAX,1/21/2024,388,116.005,366.574
XH,9092,JFK,ICN,1/23/2024,74H,157.736,498.445
XH,957,ATL,SMF,1/22/2024,73J,11.653,36.824
XH,9272,AMS,LHR,1/21/2024,73H,2.118,6.694
XH,596,ATL,BOI,1/14/2024,73H,11.457,36.203
XH,600,ATL,GCM,1/26/2024,73J,6.151,19.436
XH,9726,PSP,SLC,1/17/2024,E7W,2.314,7.313
XH,9989,DTW,BOS,1/31/2024,320,3.694,11.671
XH,7299,AMS,RIX,1/31/2024,223,2.96,9.353
XH,8859,MSP,MIA,1/19/2024,752,10.5,33.179
XH,7059,DTW,IND,1/28/2024,CR9,1.453,4.59
XH,277,GIG,JFK,1/18/2024,76W,50.212,158.671
XH,977,ATL,SAN,1/27/2024,32B,12.585,39.77
XH,9692,SLC,LAX,1/16/2024,32B,4.837,15.285
XH,966,HND,SEA,1/14/2024,339,45.422,143.534
XH,6659,NAP,FCO,1/20/2024,223,1.04,3.286
XH,9092,SEA,LAX,1/21/2024,75W,7.641,24.145
XH,8008,MID,MEX,1/25/2024,7M8,3.799,12.004
XH,5769,ATL,OAJ,1/30/2024,CR9,1.681,5.313
XH,9677,ATL,AVL,1/17/2024,717,1.502,4.747
XH,270,GRU,ATL,1/15/2024,333,55.679,175.945
XH,7979,AUS,CVG,1/31/2024,CR9,3.589,11.341
XH,9996,VER,MEX,1/28/2024,E90,1.638,5.178
XH,586,ATL,CUN,1/25/2024,32B,7.28,23.004
XH,9999,ATL,PBI,1/16/2024,32B,4.777,15.094
XH,2807,ATL,JAN,1/13/2024,717,2.413,7.626
XH,698,BOS,ATL,1/18/2024,32B,8.667,27.388
XH,8597,ATL,CDG,1/30/2024,772,56.116,177.327
XH,9890,CZM,MSP,1/15/2024,73H,9.953,31.451
XH,9775,ATL,AGS,1/24/2024,CR9,1.07,3.382
XH,777,ATL,SEA,1/23/2024,73J,11.795,37.274
XH,5292,TLH,ATL,1/13/2024,CR9,1.54,4.868
XH,2058,ATL,GRR,1/19/2024,32B,5.079,16.05
XH,8062,MTY,MEX,1/15/2024,7S8,3.325,10.508
XH,8969,FLR,CDG,1/24/2024,319,3.47,10.965
XH,7576,JRO,NBO,1/16/2024,E90,1.29,4.077
XH,9797,AMS,BOM,1/28/2024,77W,64.03,202.335
XH,66,ATL,FCO,1/26/2024,359,42.37,133.891
XH,862,ATL,BOS,1/20/2024,32B,6.121,19.341
XH,8590,BER,CDG,1/15/2024,223,2.673,8.447
XH,6896,HNL,KOA,1/20/2024,717,1.281,4.048
XH,7999,DTW,DSM,1/21/2024,CR9,2.541,8.029
XH,5069,MSP,DSM,1/28/2024,CR9,1.403,4.434
XH,8776,CDG,LBV,1/13/2024,359,33.236,105.025
XH,5725,LGA,SYR,1/26/2024,E70,1.247,3.94
XH,6807,HNL,KOA,1/24/2024,717,1.242,3.924
XH,7899,YYZ,JFK,1/31/2024,CR9,2.256,7.13
XH,9629,ATL,TYS,1/15/2024,717,1.848,5.841
XH,6779,SZX,PVG,1/27/2024,73H,4.919,15.544
XH,7867,ICN,AOJ,1/30/2024,7M8,4.202,13.28
XH,2795,ATL,BDL,1/27/2024,73J,5.183,16.377
XH,2797,MCO,RDU,1/13/2024,320,3.512,11.097
XH,9907,MYR,ATL,1/29/2024,73J,2.542,8.034
XH,9268,BRE,AMS,1/18/2024,E7W,1.263,3.99
XH,976,SCL,ATL,1/24/2024,359,42.405,134.001
XH,5902,JFK,DTW,1/20/2024,CR9,2.481,7.839
XH,2970,EWR,ATL,1/23/2024,717,4.046,12.786
XH,8565,FLR,CDG,1/26/2024,319,3.453,10.909
XH,7997,MEX,ORD,1/30/2024,7M8,7.439,23.509
XH,9799,DTW,CLT,1/25/2024,717,3.237,10.228
XH,2627,ATL,SDF,1/17/2024,73H,2.428,7.671
XH,7928,JFK,MCI,1/23/2024,CR9,5.035,15.912
XH,9279,BOD,AMS,1/30/2024,295,2.796,8.834
XH,5907,CVG,LGA,1/17/2024,CR9,2.407,7.608
XH,6292,GRU,IGU,1/16/2024,32B,4.489,14.185
XH,9680,PRG,AMS,1/13/2024,E90,2.769,8.75
XH,8990,GDL,SLC,1/24/2024,7S8,8.987,28.401
XH,6808,OGG,HNL,1/19/2024,717,1.278,4.038
XH,770,LAX,DTW,1/31/2024,32Q,9.297,29.377
XH,5078,LGA,GRR,1/22/2024,CR9,3.005,9.495
XH,9720,SLC,YYC,1/26/2024,E7W,2.963,9.363
XH,9997,MAD,AMS,1/23/2024,73H,5.949,18.8
XH,9586,SLC,LAS,1/30/2024,32B,3.144,9.935
XH,9587,AMS,LOS,1/16/2024,333,36.286,114.663
XH,2726,DEN,SEA,1/31/2024,73H,6.422,20.291
XH,969,AMS,MSP,1/14/2024,339,44.362,140.184
XH,9959,ATL,ABY,1/18/2024,CR7,1.069,3.379
XH,5069,GRR,LGA,1/26/2024,CR9,2.972,9.392
XH,9780,ATL,EWR,1/13/2024,73J,4.256,13.449
XH,7729,MDE,BOG,1/13/2024,320,1.721,5.438
XH,9900,CPH,AMS,1/24/2024,73H,3.113,9.839
XH,6968,GRU,NAT,1/28/2024,32B,8.856,27.986
XH,9706,ABY,ATL,1/26/2024,CR7,1.063,3.358
XH,9029,NGO,ICN,1/25/2024,333,12.123,38.308
XH,9779,SAT,LAX,1/17/2024,223,4.485,14.172
XH,8768,CDG,BER,1/18/2024,223,2.101,6.639
XH,7908,YVR,YYZ,1/30/2024,7M8,9.498,30.013
XH,9260,AMS,SOU,1/20/2024,E90,1.856,5.864
XH,9957,AUS,SLC,1/23/2024,319,5.591,17.665
XH,9796,LAX,IAH,1/28/2024,223,4.599,14.534
XH,6872,KOA,HNL,1/13/2024,717,1.224,3.866
XH,9987,EDI,AMS,1/15/2024,73H,2.634,8.325
XH,7297,RIX,FRA,1/26/2024,223,3.181,10.053
XH,2229,TPA,BOS,1/25/2024,73H,6.55,20.698
XH,9999,PBI,ATL,1/25/2024,32B,4.797,15.158
XH,7875,JFK,SYR,1/13/2024,CR9,1.545,4.881
XH,9257,MSP,PHX,1/27/2024,32B,8.522,26.93
XH,595,LAX,ATL,1/20/2024,32B,10.784,34.077
XH,9999,DTW,MBS,1/31/2024,CR9,0.947,2.994
XH,6269,CIX,LIM,1/27/2024,320,2.775,8.768
XH,8999,VSA,MEX,1/25/2024,7M8,2.835,8.96
XH,7908,ATL,BTR,1/25/2024,CR9,2.298,7.263
XH,7579,NBO,HRE,1/23/2024,E90,5.884,18.593
XH,2270,PHL,ATL,1/28/2024,32B,5.381,17.005
XH,5056,DTW,PVD,1/28/2024,CR9,2.662,8.41
XH,2758,SEA,ONT,1/23/2024,223,3.243,10.248
XH,8960,CDG,MRS,1/23/2024,223,1.65,5.213
XH,7999,ASE,LAX,1/25/2024,CR7,3.077,9.722
XH,6899,KOA,YYC,1/22/2024,7M8,12.558,39.683
XH,9965,SLC,DEN,1/26/2024,32B,3.536,11.175
XH,8770,JFK,CDG,1/16/2024,77W,61.759,195.159
XH,8692,YUL,CDG,1/18/2024,77W,51.848,163.838
XH,9997,CUN,MSP,1/28/2024,32B,12.363,39.068
XH,8677,CDG,HAJ,1/25/2024,E90,2.391,7.558
XH,8599,SFO,CDG,1/20/2024,77W,81.016,256.01
XH,6297,CWB,GRU,1/27/2024,32B,2.73,8.626
XH,878,PDX,LAX,1/19/2024,319,4.824,15.243
XH,5896,EWR,BOS,1/19/2024,E75,1.302,4.113
XH,897,MKE,MSP,1/16/2024,717,1.926,6.085
XH,2799,BWI,ATL,1/24/2024,75W,6.111,19.312
XH,6756,MAD,PMI,1/20/2024,73H,2.679,8.464
XH,7909,ICN,KIJ,1/16/2024,7M8,3.592,11.351
XH,2790,OKC,ATL,1/15/2024,717,3.225,10.19
XH,6689,FCO,CTA,1/26/2024,32N,1.842,5.82
XH,9775,TLS,AMS,1/25/2024,E7W,2.636,8.329
XH,8990,LYS,CDG,1/30/2024,321,2.616,8.268
XH,9978,ORD,ATL,1/17/2024,73J,3.718,11.748
XH,799,SFO,MSP,1/16/2024,73J,7.915,25.012
XH,6969,REC,GIG,1/27/2024,319,6.438,20.343
XH,9775,LGA,RSW,1/27/2024,32B,8.446,26.689
XH,9798,DAL,LAX,1/30/2024,319,6.65,21.016
XH,9907,DTW,TPA,1/15/2024,32B,7.707,24.353
XH,9720,AMS,MXP,1/31/2024,73W,3.229,10.204
XH,9995,TRI,ATL,1/17/2024,CR9,1.388,4.385
XH,9759,ATL,AUA,1/28/2024,73J,8.55,27.018
XH,729,ATL,SLC,1/26/2024,32B,10.958,34.628
XH,8697,ARN,CDG,1/31/2024,319,5.688,17.976
XH,959,DTW,ICN,1/13/2024,359,76.096,240.462
XH,8796,CDG,DUS,1/13/2024,E90,2.007,6.342
XH,9927,VER,MEX,1/18/2024,E90,1.69,5.341
XH,9057,DEN,JFK,1/30/2024,73J,8.935,28.237
XH,5805,OMA,LGA,1/22/2024,E70,3.612,11.414
XH,9509,LHR,AMS,1/21/2024,73H,1.86,5.879
XH,9059,TQO,MEX,1/27/2024,E90,3.814,12.052
XH,6769,PVG,HRB,1/23/2024,32B,8.843,27.944
XH,9989,ATL,BZE,1/22/2024,73J,7.311,23.104
XH,6569,WNZ,PVG,1/28/2024,73H,2.01,6.354
XH,2929,ORF,ATL,1/31/2024,739,3.845,12.151
XH,8758,EWR,CDG,1/23/2024,772,45.446,143.609
XH,9277,SLC,JAC,1/31/2024,319,1.689,5.337
XH,7987,JFK,IND,1/23/2024,CR9,3.058,9.664
XH,7899,ICN,OKJ,1/16/2024,73J,3.211,10.146
XH,7027,TUS,SLC,1/13/2024,E7W,2.756,8.708
XH,2928,MKE,DTW,1/21/2024,717,1.663,5.256
XH,8690,CDG,ZRH,1/19/2024,321,2.965,9.368
XH,9698,AMS,LBA,1/14/2024,E90,1.969,6.221
XH,2978,RDU,ATL,1/26/2024,32B,3.395,10.728
XH,8522,CDG,GVA,1/30/2024,223,1.447,4.573
XH,9990,GVA,AMS,1/31/2024,73W,3.347,10.577
XH,9059,MEX,OAX,1/27/2024,E90,1.878,5.934
XH,9759,IAH,AMS,1/31/2024,789,44.576,140.86
XH,5025,LGA,AVL,1/23/2024,CR9,2.873,9.08
XH,7999,LAS,YYC,1/26/2024,7S8,6.428,20.313
XH,7997,YYC,YYZ,1/13/2024,7S8,9.267,29.284
XH,7009,SAN,LAX,1/25/2024,E7W,1.018,3.215
XH,9885,LAS,SMF,1/21/2024,E7W,2.184,6.901
XH,957,DTW,LAX,1/25/2024,32B,13.464,42.547
XH,728,LAX,LIH,1/31/2024,32Q,13.214,41.757
XH,9229,ATL,IAH,1/27/2024,320,5.062,15.996
XH,8702,MPL,CDG,1/26/2024,320,3.004,9.493
XH,5675,LGA,IND,1/25/2024,E70,2.735,8.641
XH,878,PDX,LAX,1/28/2024,319,4.57,14.444
XH,7826,YYZ,JFK,1/19/2024,CR9,2.003,6.328
XH,9922,PDX,SEA,1/16/2024,E7W,1.058,3.343
XH,7970,ATW,ATL,1/31/2024,CR9,3.13,9.89
XH,2956,ATL,JAX,1/24/2024,75W,3.016,9.529
XH,9995,AMS,GDN,1/14/2024,E7W,2.366,7.477
XH,9852,MBJ,MSP,1/30/2024,73J,11.638,36.775
XH,2807,ATL,JAN,1/18/2024,717,2.372,7.494
XH,9729,MDW,ATL,1/21/2024,717,3.812,12.047
XH,797,MSP,CLT,1/21/2024,717,4.959,15.669
XH,8579,LAX,CDG,1/31/2024,77W,83.864,265.009
XH,996,SEA,MSP,1/16/2024,73J,6.983,22.067
XH,8295,CDG,WAW,1/17/2024,223,2.549,8.056
XH,7279,MSP,ESC,1/19/2024,CR7,1.699,5.367
XH,8987,MEX,SLP,1/15/2024,E90,1.773,5.601
XH,9907,MDW,MSP,1/21/2024,E7W,1.99,6.288
XH,5978,LHR,DEL,1/15/2024,789,38.211,120.748
XH,595,MCO,LAX,1/26/2024,32Q,11.495,36.325
XH,2579,MIA,LGA,1/19/2024,32B,7.392,23.357
XH,6798,GIG,GRU,1/31/2024,321,2.504,7.914
XH,6072,BPS,GRU,1/27/2024,32B,5.499,17.377
XH,2077,SLC,BOI,1/19/2024,221,1.537,4.858
XH,9990,ATL,STL,1/31/2024,73J,3.599,11.373
XH,8697,YYZ,CDG,1/26/2024,359,32.444,102.524
XH,9592,AMS,PRG,1/20/2024,E7W,2.027,6.405
XH,9576,ATL,MCO,1/14/2024,752,4.181,13.212
XH,9865,SLC,PIH,1/29/2024,E7W,0.921,2.912
XH,9209,STR,AMS,1/24/2024,E90,2.271,7.177
XH,9622,AMS,IST,1/19/2024,73J,7.777,24.574
XH,5799,LGA,ALB,1/20/2024,CR9,1.25,3.951
XH,7775,HAN,HND,1/22/2024,789,18.883,59.67
XH,9277,DAR,AMS,1/13/2024,781,50.753,160.379
XH,7579,LHR,NBO,1/30/2024,788,39.38,124.442
XH,768,ATL,LGA,1/29/2024,32B,5.976,18.884
XH,2996,BNA,DTW,1/16/2024,717,2.848,8.999
XH,797,DAB,ATL,1/23/2024,73J,2.881,9.106
XH,7599,MIA,EZE,1/30/2024,332,51.582,162.998
XH,2289,BOS,RDU,1/28/2024,221,3.133,9.9
XH,6866,HNL,OGG,1/14/2024,717,1.093,3.453
XH,857,ANC,SEA,1/21/2024,73H,7.96,25.152
XH,5797,DCA,MSN,1/19/2024,E70,2.768,8.748
XH,9070,ICN,NRT,1/20/2024,73J,5.345,16.891
XH,9296,LAX,SLC,1/17/2024,73H,3.826,12.091
XH,9667,ATL,AMS,1/25/2024,333,45.903,145.055
XH,8799,STR,CDG,1/16/2024,E70,1.685,5.326
XH,5872,BOS,JFK,1/22/2024,E75,1.337,4.225
XH,65,LAX,AKL,1/31/2024,359,63.019,199.139
XH,992,SJC,SLC,1/20/2024,223,2.504,7.913
XH,570,DAY,ATL,1/20/2024,717,2.542,8.032
XH,7969,JFK,MSP,1/31/2024,CR9,4.531,14.317
XH,2096,GSO,ATL,1/17/2024,717,2.159,6.823
XH,9990,ATL,PBI,1/29/2024,32B,4.652,14.7
XH,7989,GRU,NVT,1/30/2024,32A,2.36,7.458
XH,7025,LAX,OAK,1/30/2024,E7W,1.704,5.387
XH,9980,ILM,ATL,1/21/2024,717,2.719,8.591
XH,7790,OPO,AMS,1/17/2024,73H,5.457,17.244
XH,997,PDX,ATL,1/23/2024,73J,11.322,35.777
XH,6929,VIX,GRU,1/19/2024,320,3.354,10.6
XH,7027,MSP,BIS,1/17/2024,E7W,2.083,6.581
XH,7882,PUS,ICN,1/26/2024,739,2.333,7.373
XH,2729,DEN,SEA,1/26/2024,221,3.959,12.51
XH,7257,RHI,MSP,1/17/2024,CR7,1.114,3.521
XH,9529,HAJ,AMS,1/29/2024,E7W,1.202,3.796
XH,9586,AMS,MRS,1/26/2024,295,3.096,9.783
XH,5998,JFK,RDU,1/19/2024,CR9,2.495,7.886
XH,9700,DTW,DFW,1/22/2024,319,6.311,19.943
XH,6909,SCL,GRU,1/24/2024,789,16.036,50.673
XH,9700,SEA,SFO,1/28/2024,E75,2.739,8.654
XH,676,ATL,DFW,1/16/2024,32B,6.652,21.021
XH,6979,GRU,REC,1/18/2024,32Q,7.144,22.576
XH,8097,MEX,ACA,1/19/2024,E90,1.469,4.644
XH,9987,MSP,RST,1/30/2024,E7W,0.761,2.403
XH,6877,HNL,LIH,1/15/2024,717,1.009,3.188
XH,668,SLC,RDU,1/23/2024,73J,9.704,30.666
XH,7990,JFK,CHS,1/25/2024,CR9,2.844,8.988
XH,8529,GVA,CDG,1/14/2024,223,1.501,4.742
XH,7909,ORD,JFK,1/28/2024,E7W,3.045,9.622
XH,2689,DAY,ATL,1/17/2024,717,2.521,7.966
XH,9996,YUL,AMS,1/22/2024,332,38.383,121.291
XH,9928,SAV,ATL,1/30/2024,73J,2.029,6.414
XH,7906,TLL,BRU,1/21/2024,223,3.967,12.537
XH,9669,LGA,MSP,1/20/2024,221,3.669,11.595
XH,5799,BWI,BOS,1/28/2024,E75,1.704,5.386
XH,2906,ATL,DSM,1/20/2024,717,4.496,14.208
XH,9282,LBA,AMS,1/14/2024,E90,1.853,5.854
XH,9677,PHX,MSP,1/19/2024,32B,8.143,25.73
XH,5969,LGA,ROA,1/30/2024,CR9,1.918,6.062
XH,6276,LIM,AQP,1/26/2024,319,2.766,8.74
XH,5769,LGA,PIT,1/18/2024,E75,1.683,5.318
XH,9997,ATL,MBJ,1/15/2024,32B,7.355,23.242
XH,9027,ELP,ATL,1/15/2024,73H,6.743,21.307
XH,8577,CDG,DUB,1/23/2024,319,3.243,10.249
XH,2556,JFK,MIA,1/31/2024,321,7.67,24.239
XH,9009,MCO,DCA,1/23/2024,320,4.65,14.692
XH,9997,DTW,ATL,1/31/2024,73J,4.149,13.11
XH,9075,LAX,ICN,1/21/2024,388,141.131,445.975
XH,9970,ATL,AUS,1/25/2024,32B,8.045,25.423
XH,9777,SLC,SEA,1/16/2024,73H,4.636,14.649
XH,5797,MSN,DCA,1/25/2024,E70,2.414,7.629
XH,799,PHX,JFK,1/27/2024,32Q,9.5,30.02
XH,6095,IQT,LIM,1/21/2024,32N,2.706,8.551
XH,7926,LAX,RNO,1/29/2024,E7W,1.904,6.017
XH,7772,TPE,PEN,1/30/2024,32Q,9.701,30.657
XH,9059,DEN,CVG,1/25/2024,73H,5.803,18.339
XH,5920,GNV,ATL,1/15/2024,CR9,1.529,4.831
XH,9925,AAL,AMS,1/24/2024,E90,2.31,7.3
XH,5709,DCA,BOS,1/25/2024,E75,1.668,5.27
XH,7929,ORD,JFK,1/21/2024,E7W,2.91,9.197
XH,507,DCA,ATL,1/27/2024,320,3.909,12.351
XH,8922,MEX,AGU,1/13/2024,E90,1.993,6.297
XH,2695,LGA,IAH,1/25/2024,221,6.019,19.019
XH,5799,BOS,BWI,1/19/2024,E75,1.923,6.075
XH,8972,CDG,DXB,1/26/2024,772,41.21,130.223
XH,9905,RIC,ATL,1/17/2024,75W,5.055,15.974
XH,7088,SJC,SEA,1/26/2024,E7W,3.013,9.521
XH,9699,CPH,AMS,1/19/2024,295,2.14,6.763
XH,5207,CVG,LGA,1/21/2024,CR9,2.632,8.318
XH,297,DSS,JFK,1/19/2024,76W,44.771,141.476
XH,8052,MEX,MID,1/14/2024,73H,3.353,10.597
XH,2207,CHS,ATL,1/29/2024,73J,2.284,7.215
XH,5072,HPN,ATL,1/31/2024,CR9,3.349,10.582
XH,7977,ATL,EYW,1/26/2024,CR7,2.25,7.111
XH,657,ATL,DCA,1/14/2024,320,3.448,10.898
XH,9708,EUG,SLC,1/26/2024,E75,2.327,7.353
XH,5095,SAV,JFK,1/24/2024,CR9,2.688,8.494
XH,7282,SGU,SLC,1/26/2024,CR9,1.468,4.638
XH,8950,SJD,MEX,1/22/2024,7M8,4.126,13.035
XH,5799,MSP,PIT,1/16/2024,CR9,3.002,9.487
XH,9687,DTW,LAN,1/20/2024,CR9,0.802,2.533
XH,9889,STT,JFK,1/29/2024,75W,13.541,42.789
XH,5097,JFK,RDU,1/13/2024,CR9,2.555,8.075
XH,5729,ATL,LFT,1/24/2024,CR9,2.665,8.421
XH,879,ATL,BOS,1/17/2024,32Q,4.666,14.744
XH,9066,SLC,SNA,1/28/2024,221,2.389,7.548
XH,8960,CDG,MRS,1/16/2024,223,1.609,5.083
XH,7728,TLV,LAX,1/16/2024,789,76.75,242.531
XH,2579,ATL,IAD,1/16/2024,32B,3.774,11.927
XH,9909,PHL,ATL,1/13/2024,32B,6.914,21.847
XH,97,ATL,FRA,1/30/2024,332,50.834,160.635
XH,9686,AMS,BER,1/25/2024,73J,2.645,8.357
XH,655,SEA,ANC,1/27/2024,73H,8.489,26.827
XH,5990,ATL,MHH,1/15/2024,CR7,2.462,7.78
XH,6998,BOG,MDE,1/30/2024,320,1.665,5.262
XH,2576,DCA,MIA,1/27/2024,320,5.749,18.165
XH,9886,MSP,SBN,1/28/2024,CR9,1.952,6.17
XH,9990,ATL,RSW,1/29/2024,73J,3.389,10.711
XH,6658,FCO,TRS,1/26/2024,223,1.619,5.117
XH,55,LOS,ATL,1/21/2024,332,76.354,241.278
XH,8077,CUN,MEX,1/28/2024,73H,5.558,17.565
XH,9785,ATL,STL,1/13/2024,73J,3.837,12.128
XH,6677,FCO,TRS,1/25/2024,223,1.625,5.136
XH,8965,VCE,CDG,1/14/2024,223,2.446,7.73
XH,9775,PDX,LAX,1/30/2024,319,4.796,15.153
XH,7669,ICN,TPE,1/23/2024,333,16.194,51.173
XH,9295,ABZ,AMS,1/29/2024,295,2.456,7.759
XH,8696,BLQ,CDG,1/25/2024,223,2.367,7.478
XH,979,SEA,MSP,1/23/2024,73J,7.601,24.017
XH,7077,DTW,GRB,1/29/2024,CR9,1.762,5.567
XH,2999,PNS,ATL,1/20/2024,73J,2.735,8.643
XH,2599,ATL,MSN,1/15/2024,717,3.704,11.705
XH,5706,BOS,DCA,1/25/2024,E75,2.377,7.511
XH,9779,SAN,LAX,1/23/2024,E7W,0.906,2.862
XH,5287,ILM,LGA,1/17/2024,CR9,2.173,6.865
XH,6290,CTG,BOG,1/15/2024,320,3.105,9.812
XH,2790,BOI,SLC,1/25/2024,73J,2.479,7.836
XH,6995,LIM,GRU,1/28/2024,32A,11.556,36.516
XH,9999,VCE,AMS,1/17/2024,73H,4.338,13.708
XH,8295,CDG,WAW,1/18/2024,223,2.841,8.978
XH,9978,ORD,ATL,1/18/2024,752,5.401,17.068
XH,6929,VIX,GRU,1/31/2024,320,3.338,10.547
XH,9009,MEX,CEN,1/17/2024,E90,4.521,14.287
XH,9996,PXM,MEX,1/20/2024,E90,2.064,6.521
XH,5077,LGA,CHS,1/18/2024,CR9,2.998,9.473
XH,7996,MEX,IAH,1/19/2024,E90,3.73,11.786
XH,767,TPA,MSP,1/26/2024,73J,7.565,23.903
XH,878,LAX,PDX,1/29/2024,319,4.546,14.369
XH,720,SFO,MSP,1/26/2024,73J,8.879,28.059
XH,2995,ATL,ECP,1/26/2024,717,1.678,5.302
XH,9988,DTW,AZO,1/16/2024,CR9,0.97,3.066
XH,6268,GRU,SLZ,1/31/2024,321,8.651,27.337
XH,9599,MSP,BWI,1/21/2024,32B,6.38,20.16
XH,5929,DTW,YYZ,1/22/2024,CR9,1.717,5.425
XH,5280,ATL,HSV,1/14/2024,CR9,1.12,3.538
XH,6927,LIM,GRU,1/25/2024,32A,11.556,36.516
XH,2597,ORD,SLC,1/26/2024,221,4.546,14.365
XH,6782,PVG,KMG,1/14/2024,73W,7.95,25.119
XH,7296,YYC,YYZ,1/27/2024,7S8,8.864,28.008
XH,8699,CDG,MPL,1/24/2024,321,3.07,9.7
XH,7056,ATL,YVR,1/15/2024,73W,12.48,39.436
XH,5687,CMH,JFK,1/26/2024,E75,1.936,6.116
XH,7992,YYC,ATL,1/28/2024,73W,9.135,28.868
XH,9897,PVR,MSP,1/30/2024,73J,9.886,31.239
XH,2979,JFK,SAT,1/24/2024,223,6.319,19.968
XH,8026,MID,MEX,1/21/2024,73H,4.724,14.93
XH,6299,GYN,GRU,1/18/2024,32Q,3.292,10.4
XH,9267,BER,AMS,1/20/2024,73H,2.83,8.943
XH,8950,SJD,MEX,1/15/2024,7M8,3.743,11.827
XH,9962,BHX,AMS,1/29/2024,73J,2.437,7.701
XH,8999,MPL,CDG,1/31/2024,321,3.62,11.439
XH,7962,SAV,JFK,1/21/2024,CR9,2.923,9.236
XH,779,SLC,RNO,1/18/2024,73H,3.127,9.883
XH,2799,ATL,CHS,1/22/2024,73J,2.134,6.742
XH,752,MSP,SAN,1/28/2024,32B,10.241,32.36
XH,6775,MAD,MIA,1/27/2024,789,45.701,144.416
XH,2902,MSP,ATL,1/26/2024,73J,5.54,17.507
XH,2892,SFO,LAX,1/22/2024,73H,2.676,8.458
XH,9796,SLC,MCO,1/19/2024,32Q,8.288,26.192
XH,2002,DEN,LAX,1/21/2024,319,5.347,16.896
XH,8765,OSL,CDG,1/16/2024,320,5.446,17.21
XH,695,MIA,BOS,1/30/2024,738,7.126,22.517
XH,696,LAS,CVG,1/26/2024,32Q,7.601,24.02
XH,2776,FLL,CVG,1/29/2024,73H,5.638,17.816
XH,9882,SLC,OKC,1/16/2024,E7W,3.171,10.019
XH,690,SAT,ATL,1/22/2024,32B,5.932,18.746
XH,2777,BOS,RSW,1/13/2024,73H,8.84,27.935
XH,7067,MSP,ATW,1/27/2024,CR9,1.353,4.276
XH,2999,PHX,MSP,1/24/2024,32B,8.528,26.947
XH,706,BZN,ATL,1/21/2024,32B,10.01,31.632
XH,7095,MBS,DTW,1/22/2024,CR9,0.974,3.079
XH,2787,SEA,ATL,1/16/2024,73J,9.456,29.882
XH,7086,MSP,RAP,1/24/2024,E7W,2.196,6.939
XH,5509,ATL,AGS,1/14/2024,CR9,1.07,3.381
XH,5789,LGA,BOS,1/25/2024,E75,1.288,4.072
XH,6020,GIG,SCL,1/20/2024,32A,10.816,34.177
XH,2870,ATL,ILM,1/29/2024,717,2.195,6.936
XH,7209,ATL,YYC,1/13/2024,73W,10.14,32.044
XH,2720,JAX,ATL,1/13/2024,73J,2.328,7.357
XH,9299,WAW,AMS,1/27/2024,73W,5.559,17.565
XH,2952,ATL,IND,1/16/2024,73J,2.857,9.026
XH,609,ATL,CUN,1/28/2024,32B,7.075,22.355
XH,9966,MSP,DEN,1/24/2024,32B,6.302,19.913
XH,9870,SEA,SJC,1/29/2024,E75,2.828,8.936
XH,987,BOS,SEA,1/25/2024,32Q,14.293,45.164
XH,9990,ATL,MSP,1/21/2024,75T,9.894,31.265
XH,982,ATL,BOG,1/21/2024,75W,14.142,44.689
XH,6888,YVR,YEG,1/15/2024,7S8,3.737,11.807
XH,7009,YYC,OGG,1/20/2024,789,32.482,102.643
XH,2209,PHX,SEA,1/30/2024,73H,6.941,21.934
